txn_id,timestamp,amount,payment_method,bank,failure_reason,attempt_no,hour_of_day,is_weekend,customer_past_success_rate,minutes_since_last_failure,is_flagged_risk,retry_succeeded
txn_003576,2026-07-26T04:51:00,819.85,wallet,other,insufficient_funds,1,9,1,0.627,60,0,0
txn_003577,2026-06-25T13:18:00,314.95,wallet,idfc,network_timeout,2,12,0,0.828,180,0,1
txn_003578,2026-07-28T23:22:00,554.9,wallet,axis,bank_server_down,1,15,1,0.991,15,0,1
txn_003579,2026-06-06T13:33:00,479.26,netbanking,yesbank,bank_server_down,2,19,0,0.828,30,0,1
txn_003580,2026-06-20T23:09:00,704.41,wallet,sbi,invalid_otp,1,20,1,0.827,60,0,1
txn_003581,2026-07-03T20:01:00,123.75,upi,kotak,insufficient_funds,1,1,0,0.587,5,0,0
txn_003582,2026-07-13T00:59:00,94.72,upi,kotak,network_timeout,1,15,0,0.756,15,0,1
txn_003583,2026-07-03T04:31:00,1137.92,card,hdfc,network_timeout,1,19,0,0.558,30,0,1
txn_003584,2026-07-17T17:28:00,1385.42,upi,kotak,issuer_declined,2,13,1,0.677,1,0,0
txn_003585,2026-06-09T12:37:00,161.42,card,sbi,insufficient_funds,1,6,0,0.559,1,0,0
txn_003586,2026-06-03T12:58:00,159.65,netbanking,other,bank_server_down,1,22,0,0.881,5,0,1
txn_003587,2026-06-23T08:35:00,564.9,wallet,yesbank,bank_server_down,1,10,0,0.642,5,0,1
txn_003588,2026-06-19T23:22:00,333.05,netbanking,idfc,issuer_declined,1,1,1,0.74,5,0,0
txn_003589,2026-07-22T12:22:00,305.56,wallet,hdfc,insufficient_funds,2,8,0,0.739,15,0,0
txn_003590,2026-07-12T07:31:00,2219.36,netbanking,icici,bank_server_down,2,6,1,0.448,180,0,1
txn_003591,2026-06-21T00:01:00,1102.71,card,icici,insufficient_funds,2,2,0,0.941,60,0,1
txn_003592,2026-07-03T09:25:00,3955.05,wallet,other,insufficient_funds,2,12,0,1.0,5,0,0
txn_003593,2026-07-12T02:00:00,1674.92,netbanking,axis,network_timeout,3,8,0,0.482,15,0,1
txn_003594,2026-07-27T16:58:00,991.19,wallet,axis,invalid_otp,2,12,1,0.645,180,0,1
txn_003595,2026-07-04T05:49:00,618.71,card,icici,insufficient_funds,1,2,1,0.996,180,0,1
txn_003596,2026-07-14T18:23:00,1172.6,card,idfc,issuer_declined,2,7,0,1.0,1,0,0
txn_003597,2026-06-28T07:14:00,19.99,card,sbi,bank_server_down,3,10,0,0.636,720,0,1
txn_003598,2026-07-28T18:00:00,215.36,wallet,sbi,card_expired,1,17,0,0.752,180,0,0
txn_003599,2026-07-21T00:06:00,388.36,netbanking,kotak,invalid_otp,1,9,0,0.655,1,0,0
txn_003600,2026-07-28T01:57:00,70.51,wallet,hdfc,risk_block,2,14,0,0.893,15,1,0
txn_003601,2026-06-14T16:04:00,91.85,card,icici,invalid_otp,1,3,0,0.483,1,0,1
txn_003602,2026-07-29T13:57:00,1784.89,wallet,sbi,gateway_error,1,14,0,0.834,5,0,1
txn_003603,2026-07-15T12:27:00,263.61,wallet,axis,insufficient_funds,1,14,0,0.451,1,0,0
txn_003604,2026-07-02T21:35:00,1553.51,card,icici,bank_server_down,2,11,0,0.456,15,0,0
txn_003605,2026-07-16T08:53:00,1303.63,upi,sbi,network_timeout,2,19,1,0.348,1,0,0
txn_003606,2026-07-17T05:51:00,561.19,card,other,bank_server_down,3,14,0,0.843,30,0,0
txn_003607,2026-07-22T00:56:00,3496.58,wallet,kotak,bank_server_down,2,18,0,0.618,1,0,1
txn_003608,2026-06-29T11:47:00,408.28,netbanking,hdfc,network_timeout,1,18,0,0.672,60,0,1
txn_003609,2026-07-20T15:34:00,669.03,netbanking,idfc,invalid_otp,1,5,0,0.507,1,0,0
txn_003610,2026-06-27T22:04:00,557.66,netbanking,idfc,insufficient_funds,1,20,0,0.796,60,0,0
txn_003611,2026-06-21T09:48:00,68.66,card,other,insufficient_funds,1,20,0,0.625,5,0,1
txn_003612,2026-07-13T05:42:00,56.8,card,kotak,card_expired,1,4,0,0.577,720,0,0
txn_003613,2026-07-20T17:09:00,451.87,wallet,icici,bank_server_down,1,21,0,0.473,60,0,1
txn_003614,2026-07-02T15:00:00,665.97,card,yesbank,bank_server_down,2,18,0,0.562,1,0,1
txn_003615,2026-07-20T21:34:00,148.88,netbanking,yesbank,bank_server_down,1,15,0,0.736,180,0,1
txn_003616,2026-07-26T12:54:00,401.5,netbanking,other,insufficient_funds,2,2,0,0.735,1,0,0
txn_003617,2026-06-25T12:03:00,1038.21,upi,yesbank,issuer_declined,1,10,0,0.883,30,0,0
txn_003618,2026-06-28T06:40:00,394.42,netbanking,other,insufficient_funds,3,8,0,0.516,5,0,1
txn_003619,2026-06-16T20:15:00,1593.48,netbanking,icici,insufficient_funds,1,20,0,0.713,30,0,0
txn_003620,2026-06-01T04:51:00,388.98,upi,yesbank,bank_server_down,1,3,0,0.354,720,0,1
txn_003621,2026-06-10T03:42:00,903.28,wallet,idfc,gateway_error,3,21,0,0.577,5,0,0
txn_003622,2026-07-08T05:58:00,376.89,netbanking,axis,insufficient_funds,1,11,0,0.946,180,0,1
txn_003623,2026-06-02T21:32:00,248.38,card,sbi,invalid_otp,1,3,0,0.524,60,0,1
txn_003624,2026-06-24T13:24:00,575.43,card,other,risk_block,1,5,0,0.816,60,1,0
txn_003625,2026-06-19T05:51:00,159.44,wallet,icici,bank_server_down,2,6,0,0.908,180,0,1
txn_003626,2026-07-17T22:55:00,804.54,netbanking,kotak,insufficient_funds,1,23,0,0.657,1,0,1
txn_003627,2026-06-16T03:33:00,1145.79,upi,icici,insufficient_funds,2,15,0,0.846,1,0,1
txn_003628,2026-07-15T04:10:00,9162.96,wallet,hdfc,bank_server_down,1,3,1,0.748,5,0,0
txn_003629,2026-07-25T22:51:00,676.19,upi,icici,issuer_declined,1,1,0,0.548,720,0,0
txn_003630,2026-07-27T15:07:00,3773.92,upi,idfc,network_timeout,2,15,1,0.889,180,0,0
txn_003631,2026-06-21T07:28:00,682.19,upi,sbi,invalid_otp,1,8,0,0.653,720,0,0
txn_003632,2026-07-14T01:16:00,643.89,upi,axis,risk_block,1,6,1,0.774,15,1,0
txn_003633,2026-07-01T11:06:00,661.94,netbanking,icici,card_expired,1,11,0,0.382,1,0,0
txn_003634,2026-06-10T15:03:00,546.15,wallet,idfc,risk_block,1,12,0,0.833,60,1,0
txn_003635,2026-07-23T08:11:00,463.96,netbanking,hdfc,issuer_declined,2,12,0,0.525,5,0,0
txn_003636,2026-07-24T16:39:00,239.22,card,yesbank,insufficient_funds,3,19,0,1.0,60,0,0
txn_003637,2026-06-13T19:34:00,692.12,upi,kotak,insufficient_funds,1,18,1,0.945,180,0,0
txn_003638,2026-07-03T20:00:00,2360.59,wallet,sbi,bank_server_down,2,9,0,0.684,1,0,1
txn_003639,2026-06-27T14:46:00,49.81,netbanking,hdfc,network_timeout,1,9,1,0.793,60,0,1
txn_003640,2026-06-23T18:08:00,1877.76,card,yesbank,issuer_declined,1,12,0,0.975,5,0,0
txn_003641,2026-07-16T10:37:00,2089.66,upi,other,bank_server_down,1,2,1,0.755,60,0,1
txn_003642,2026-06-15T20:34:00,635.85,card,axis,bank_server_down,3,4,0,0.664,15,0,0
txn_003643,2026-06-14T07:27:00,709.58,card,yesbank,bank_server_down,1,3,1,0.95,720,0,1
txn_003644,2026-07-25T23:44:00,885.39,netbanking,icici,insufficient_funds,2,15,1,0.811,5,0,0
txn_003645,2026-07-08T18:42:00,1334.73,wallet,other,card_expired,1,6,0,0.435,720,0,0
txn_003646,2026-07-23T15:35:00,714.84,card,icici,gateway_error,2,11,0,0.547,60,0,1
txn_003647,2026-06-01T04:31:00,865.1,upi,icici,card_expired,2,17,1,0.684,5,0,0
txn_003648,2026-07-12T07:13:00,1372.24,card,axis,network_timeout,1,20,0,0.785,5,0,1
txn_003649,2026-06-03T21:45:00,920.07,wallet,sbi,issuer_declined,1,18,0,0.679,5,0,0
txn_003650,2026-06-16T12:54:00,289.46,upi,other,risk_block,2,7,1,0.961,720,1,0
txn_003651,2026-07-20T02:58:00,7555.69,wallet,axis,bank_server_down,1,15,1,0.822,30,0,1
txn_003652,2026-06-26T13:48:00,196.52,wallet,icici,gateway_error,1,3,0,0.77,720,0,1
txn_003653,2026-07-15T20:59:00,951.77,netbanking,sbi,bank_server_down,2,2,0,0.638,720,0,1
txn_003654,2026-06-14T02:24:00,535.43,netbanking,icici,card_expired,2,1,0,0.904,15,0,0
txn_003655,2026-07-08T09:50:00,282.11,wallet,hdfc,network_timeout,1,10,0,0.772,5,0,1
txn_003656,2026-06-09T06:57:00,1628.19,netbanking,other,issuer_declined,1,15,0,0.675,180,0,0
txn_003657,2026-06-18T11:25:00,693.02,netbanking,yesbank,issuer_declined,3,7,0,0.929,1,0,0
txn_003658,2026-06-05T19:09:00,463.44,wallet,sbi,network_timeout,1,4,0,1.0,720,0,1
txn_003659,2026-06-14T20:56:00,557.93,card,axis,insufficient_funds,2,12,0,0.285,180,0,0
txn_003660,2026-07-04T17:33:00,123.61,netbanking,kotak,card_expired,1,22,0,0.734,60,0,1
txn_003661,2026-06-24T06:26:00,502.49,upi,axis,bank_server_down,2,23,0,0.972,30,0,1
txn_003662,2026-06-26T06:11:00,1129.54,wallet,idfc,network_timeout,1,13,0,0.872,30,0,1
txn_003663,2026-07-26T00:05:00,1319.29,netbanking,sbi,issuer_declined,1,5,0,0.751,5,0,0
txn_003664,2026-07-17T13:33:00,289.53,upi,idfc,network_timeout,3,19,0,0.771,180,0,1
txn_003665,2026-07-29T04:18:00,103.41,card,icici,invalid_otp,1,7,0,0.406,1,0,0
txn_003666,2026-06-06T12:49:00,1465.27,netbanking,kotak,issuer_declined,2,2,0,0.693,30,0,0
txn_003667,2026-06-21T10:13:00,750.45,wallet,hdfc,issuer_declined,2,10,0,1.0,180,0,0
txn_003668,2026-06-27T14:51:00,1050.65,netbanking,kotak,network_timeout,1,19,0,0.736,5,0,1
txn_003669,2026-06-06T14:51:00,210.01,upi,kotak,gateway_error,1,15,0,0.519,180,0,1
txn_003670,2026-07-07T18:40:00,2927.51,wallet,idfc,issuer_declined,1,5,0,0.726,60,0,1
txn_003671,2026-07-01T14:26:00,7013.45,netbanking,yesbank,gateway_error,1,9,0,0.662,60,0,1
txn_003672,2026-07-12T04:16:00,2638.19,wallet,icici,insufficient_funds,1,19,0,1.0,720,0,1
txn_003673,2026-07-14T21:47:00,492.83,card,sbi,insufficient_funds,1,20,1,0.776,1,0,0
txn_003674,2026-07-18T17:22:00,970.21,netbanking,icici,insufficient_funds,3,15,0,0.455,5,0,1
txn_003675,2026-07-08T12:15:00,248.75,netbanking,hdfc,risk_block,3,1,0,0.443,1,1,0
txn_003676,2026-07-02T09:44:00,572.83,upi,other,issuer_declined,2,15,1,1.0,720,0,1
txn_003677,2026-06-05T16:35:00,560.72,wallet,kotak,invalid_otp,1,1,1,0.495,30,0,0
txn_003678,2026-07-05T09:35:00,232.5,wallet,hdfc,insufficient_funds,2,11,0,0.455,1,0,0
txn_003679,2026-07-21T22:28:00,662.41,netbanking,axis,insufficient_funds,1,3,1,0.924,5,0,0
txn_003680,2026-07-13T03:52:00,730.16,upi,yesbank,issuer_declined,2,12,0,0.706,720,0,0
txn_003681,2026-06-14T19:37:00,367.64,wallet,icici,network_timeout,3,2,0,0.864,5,0,0
txn_003682,2026-06-30T17:49:00,679.34,wallet,kotak,bank_server_down,1,13,0,0.905,720,0,1
txn_003683,2026-06-13T22:02:00,464.09,netbanking,idfc,bank_server_down,3,5,0,0.896,720,0,1
txn_003684,2026-06-23T22:08:00,366.24,netbanking,hdfc,gateway_error,3,11,0,1.0,15,0,1
txn_003685,2026-06-18T16:26:00,335.69,card,idfc,invalid_otp,1,14,0,0.272,720,0,0
txn_003686,2026-07-13T01:46:00,363.09,card,hdfc,insufficient_funds,1,19,0,0.752,30,0,1
txn_003687,2026-06-21T23:17:00,690.89,card,sbi,bank_server_down,1,0,0,1.0,15,0,1
txn_003688,2026-07-10T12:26:00,458.52,wallet,idfc,insufficient_funds,1,13,1,0.394,180,0,0
txn_003689,2026-06-24T09:29:00,5530.19,netbanking,icici,gateway_error,1,8,0,0.887,60,0,1
txn_003690,2026-07-13T09:05:00,385.14,netbanking,kotak,gateway_error,2,3,1,0.655,5,0,1
txn_003691,2026-06-30T03:57:00,865.96,card,sbi,card_expired,2,6,1,0.824,30,0,0
txn_003692,2026-06-06T08:01:00,664.45,netbanking,sbi,bank_server_down,1,19,0,0.566,180,0,1
txn_003693,2026-07-21T08:20:00,360.45,upi,hdfc,insufficient_funds,2,10,0,0.546,5,0,0
txn_003694,2026-07-18T16:22:00,2453.18,card,sbi,insufficient_funds,1,10,0,0.537,5,0,0
txn_003695,2026-07-26T22:56:00,3133.89,wallet,yesbank,invalid_otp,2,9,0,0.445,5,0,0
txn_003696,2026-06-01T17:32:00,166.71,upi,axis,card_expired,2,20,0,0.888,30,0,0
txn_003697,2026-06-07T16:08:00,1799.0,netbanking,icici,insufficient_funds,1,20,0,0.855,15,0,1
txn_003698,2026-07-10T23:23:00,322.79,wallet,idfc,insufficient_funds,2,2,0,0.45,1,0,0
txn_003699,2026-06-25T02:28:00,2027.74,card,icici,issuer_declined,2,1,0,0.754,180,0,0
txn_003700,2026-07-08T14:21:00,175.86,upi,hdfc,bank_server_down,2,4,0,0.587,5,0,1
txn_003701,2026-06-29T03:53:00,504.71,upi,sbi,invalid_otp,2,5,0,0.596,180,0,1
txn_003702,2026-06-17T22:12:00,77.2,upi,other,bank_server_down,2,16,0,0.64,1,0,1
txn_003703,2026-07-17T01:50:00,795.49,netbanking,sbi,network_timeout,2,12,0,0.669,15,0,0
txn_003704,2026-07-19T10:49:00,653.28,upi,idfc,issuer_declined,2,4,0,0.938,720,0,1
txn_003705,2026-06-15T17:45:00,67.58,wallet,kotak,bank_server_down,1,9,0,0.86,30,0,1
txn_003706,2026-07-30T06:37:00,3837.56,netbanking,other,invalid_otp,1,18,0,0.774,180,0,1
txn_003707,2026-06-20T00:00:00,1287.89,card,icici,gateway_error,2,3,1,0.479,720,0,1
txn_003708,2026-06-22T13:32:00,494.23,upi,yesbank,card_expired,1,12,0,0.71,720,0,0
txn_003709,2026-07-07T10:29:00,5740.64,card,hdfc,card_expired,1,23,0,0.571,720,0,0
txn_003710,2026-06-12T04:43:00,998.22,wallet,other,invalid_otp,1,5,0,0.513,30,0,0
txn_003711,2026-07-28T12:34:00,186.39,upi,icici,bank_server_down,1,15,1,0.527,15,0,0
txn_003712,2026-07-26T09:26:00,324.29,netbanking,icici,insufficient_funds,1,9,1,0.647,1,0,1
txn_003713,2026-06-19T09:29:00,1249.99,upi,hdfc,insufficient_funds,3,13,1,0.769,15,0,1
txn_003714,2026-07-13T23:21:00,827.62,wallet,icici,risk_block,1,17,0,0.681,15,1,0
txn_003715,2026-07-05T22:29:00,144.09,upi,yesbank,network_timeout,1,4,1,0.934,15,0,1
txn_003716,2026-06-08T15:03:00,719.17,upi,sbi,network_timeout,1,8,0,0.784,1,0,0
txn_003717,2026-06-01T21:22:00,461.82,wallet,yesbank,insufficient_funds,1,12,0,0.521,180,0,0
txn_003718,2026-07-03T05:33:00,92.15,wallet,axis,issuer_declined,1,23,1,0.847,1,0,0
txn_003719,2026-06-30T05:55:00,7284.15,card,hdfc,network_timeout,1,7,0,0.453,15,0,1
txn_003720,2026-06-27T11:43:00,126.9,netbanking,axis,gateway_error,2,9,0,0.764,180,0,1
txn_003721,2026-07-04T09:28:00,7425.01,netbanking,idfc,insufficient_funds,1,11,0,0.843,720,0,1
txn_003722,2026-06-06T07:28:00,282.3,card,idfc,bank_server_down,2,23,0,0.799,1,0,1
txn_003723,2026-06-08T10:51:00,576.61,netbanking,hdfc,insufficient_funds,2,12,0,1.0,180,0,1
txn_003724,2026-06-24T15:17:00,119.91,wallet,idfc,gateway_error,1,23,1,0.952,720,0,1
txn_003725,2026-07-06T07:06:00,5059.93,netbanking,hdfc,insufficient_funds,1,6,0,0.583,60,0,0
txn_003726,2026-06-20T14:49:00,910.46,upi,icici,insufficient_funds,1,0,0,0.614,60,0,1
txn_003727,2026-07-08T14:54:00,1640.22,card,other,issuer_declined,1,17,0,0.545,60,0,1
txn_003728,2026-06-30T01:45:00,600.36,upi,icici,bank_server_down,1,13,0,0.957,180,0,1
txn_003729,2026-07-07T17:54:00,118.21,card,idfc,issuer_declined,2,2,0,0.629,1,0,0
txn_003730,2026-06-11T12:47:00,635.11,netbanking,icici,risk_block,2,2,1,0.745,15,1,0
txn_003731,2026-06-06T16:46:00,1188.63,card,other,bank_server_down,1,5,0,0.354,30,0,1
txn_003732,2026-07-01T00:16:00,253.27,card,yesbank,insufficient_funds,1,20,0,0.741,5,0,0
txn_003733,2026-06-26T18:46:00,336.26,card,idfc,bank_server_down,1,23,0,0.973,1,0,1
txn_003734,2026-06-29T16:47:00,3256.54,wallet,kotak,network_timeout,1,20,0,0.448,15,0,1
txn_003735,2026-07-17T10:20:00,2464.05,netbanking,sbi,bank_server_down,2,19,0,0.802,15,0,1
txn_003736,2026-07-04T23:44:00,431.19,wallet,other,card_expired,2,11,1,0.646,720,0,0
txn_003737,2026-06-08T02:51:00,1735.61,wallet,yesbank,insufficient_funds,1,13,0,0.563,30,0,0
txn_003738,2026-06-03T07:43:00,446.86,upi,sbi,bank_server_down,3,16,0,0.745,720,0,0
txn_003739,2026-06-04T21:07:00,1423.26,wallet,sbi,network_timeout,1,19,0,0.565,5,0,0
txn_003740,2026-06-19T11:24:00,468.53,wallet,hdfc,risk_block,2,14,1,1.0,180,1,0
txn_003741,2026-07-01T12:32:00,10034.05,upi,icici,invalid_otp,1,1,0,0.859,60,0,0
txn_003742,2026-06-01T23:30:00,1099.16,card,other,issuer_declined,2,15,1,1.0,1,0,1
txn_003743,2026-07-02T19:50:00,3142.63,wallet,kotak,network_timeout,3,16,0,0.544,60,0,0
txn_003744,2026-07-08T22:22:00,568.77,wallet,yesbank,risk_block,2,2,1,1.0,60,1,0
txn_003745,2026-07-30T02:24:00,4111.54,upi,idfc,insufficient_funds,2,5,0,0.551,1,0,0
txn_003746,2026-06-28T11:00:00,2982.66,card,sbi,gateway_error,2,12,0,0.436,60,0,1
txn_003747,2026-06-09T19:06:00,254.69,upi,axis,insufficient_funds,1,10,1,0.886,5,0,1
txn_003748,2026-06-23T15:18:00,511.34,card,hdfc,bank_server_down,1,7,1,0.47,30,0,1
txn_003749,2026-07-07T06:23:00,998.19,wallet,icici,issuer_declined,1,22,0,0.739,30,0,0
txn_003750,2026-06-26T13:17:00,651.82,wallet,idfc,insufficient_funds,1,20,0,0.666,720,0,1
txn_003751,2026-07-04T00:16:00,5458.38,upi,yesbank,issuer_declined,1,21,0,0.853,60,0,0
txn_003752,2026-06-20T13:30:00,774.11,upi,sbi,bank_server_down,1,1,0,0.762,180,0,1
txn_003753,2026-07-17T15:44:00,1138.59,netbanking,sbi,network_timeout,2,6,0,0.657,180,0,1
txn_003754,2026-07-29T10:00:00,485.1,wallet,idfc,card_expired,2,19,0,0.67,180,0,0
txn_003755,2026-07-01T16:22:00,2163.61,upi,hdfc,invalid_otp,1,15,0,0.93,1,0,0
txn_003756,2026-07-27T15:28:00,349.71,wallet,idfc,gateway_error,2,8,0,0.696,30,0,0
txn_003757,2026-07-10T10:58:00,936.86,netbanking,icici,gateway_error,1,15,1,0.919,180,0,1
txn_003758,2026-07-23T08:35:00,220.48,wallet,sbi,issuer_declined,1,22,0,0.48,1,0,0
txn_003759,2026-07-29T20:42:00,632.87,card,icici,invalid_otp,2,15,1,1.0,1,0,1
txn_003760,2026-06-20T23:19:00,1265.62,wallet,sbi,network_timeout,3,5,0,0.687,180,0,0
txn_003761,2026-07-20T04:46:00,331.75,wallet,hdfc,invalid_otp,3,9,0,0.806,60,0,1
txn_003762,2026-07-07T15:37:00,1693.17,netbanking,other,network_timeout,1,6,0,0.7,30,0,1
txn_003763,2026-07-06T04:22:00,608.59,upi,axis,card_expired,1,23,0,0.757,30,0,0
txn_003764,2026-07-12T21:57:00,815.8,card,hdfc,risk_block,1,13,0,0.578,5,1,0
txn_003765,2026-06-29T16:33:00,204.27,netbanking,icici,network_timeout,2,9,0,0.483,60,0,1
txn_003766,2026-07-16T17:19:00,559.75,wallet,axis,bank_server_down,1,21,1,1.0,5,0,1
txn_003767,2026-07-30T15:23:00,212.17,upi,hdfc,insufficient_funds,2,16,0,0.626,1,0,0
txn_003768,2026-07-18T23:12:00,1174.55,wallet,other,invalid_otp,2,20,1,0.735,5,0,0
txn_003769,2026-07-10T11:23:00,1074.21,wallet,axis,network_timeout,1,16,0,0.662,30,0,1
txn_003770,2026-06-22T10:44:00,219.03,upi,idfc,gateway_error,1,7,0,0.848,180,0,1
txn_003771,2026-06-18T22:17:00,1321.07,wallet,axis,network_timeout,1,3,0,0.548,60,0,1
txn_003772,2026-07-28T10:49:00,1990.37,netbanking,sbi,gateway_error,1,19,0,0.629,180,0,1
txn_003773,2026-06-21T20:05:00,561.04,upi,hdfc,network_timeout,2,23,0,0.519,30,0,1
txn_003774,2026-07-23T06:16:00,710.76,wallet,icici,issuer_declined,2,19,1,0.317,60,0,0
txn_003775,2026-06-26T10:54:00,646.91,card,axis,risk_block,1,13,1,0.669,5,1,0
txn_003776,2026-06-08T09:04:00,268.64,wallet,other,gateway_error,2,16,0,0.91,30,0,1
txn_003777,2026-06-14T10:03:00,22.48,netbanking,hdfc,insufficient_funds,1,15,1,0.877,15,0,0
txn_003778,2026-07-24T14:15:00,2484.42,netbanking,hdfc,issuer_declined,1,22,0,0.738,60,0,0
txn_003779,2026-06-25T07:53:00,1209.92,wallet,idfc,gateway_error,2,8,0,0.706,15,0,1
txn_003780,2026-07-05T17:50:00,1357.2,netbanking,other,invalid_otp,1,19,0,0.974,15,0,1
txn_003781,2026-07-10T01:46:00,1472.0,wallet,icici,risk_block,2,23,0,0.616,5,1,0
txn_003782,2026-06-06T10:49:00,1359.59,wallet,icici,bank_server_down,1,7,1,0.738,30,0,1
txn_003783,2026-07-03T14:49:00,1622.15,wallet,idfc,risk_block,1,22,0,0.91,15,1,0
txn_003784,2026-07-07T15:22:00,185.16,wallet,hdfc,bank_server_down,3,2,1,0.898,1,0,1
txn_003785,2026-06-24T12:24:00,74.26,upi,yesbank,invalid_otp,1,11,0,0.467,720,0,1
txn_003786,2026-06-18T06:02:00,452.01,netbanking,idfc,bank_server_down,2,4,1,0.451,15,0,0
txn_003787,2026-07-24T10:52:00,2425.22,netbanking,icici,invalid_otp,3,19,1,0.726,30,0,0
txn_003788,2026-06-11T04:36:00,288.56,wallet,hdfc,gateway_error,2,13,0,0.932,720,0,1
txn_003789,2026-07-05T04:51:00,712.8,upi,sbi,invalid_otp,1,1,0,0.887,5,0,0
txn_003790,2026-07-07T02:13:00,203.39,card,sbi,card_expired,3,17,0,0.45,60,0,0
txn_003791,2026-07-21T22:32:00,1276.5,card,hdfc,insufficient_funds,1,9,1,0.658,30,0,0
txn_003792,2026-07-26T19:41:00,217.64,upi,icici,gateway_error,1,8,0,0.711,30,0,1
txn_003793,2026-06-05T16:22:00,3121.19,upi,kotak,gateway_error,1,13,0,1.0,30,0,1
txn_003794,2026-06-05T07:19:00,684.12,netbanking,kotak,invalid_otp,1,15,1,0.747,720,0,0
txn_003795,2026-06-21T03:09:00,328.25,wallet,hdfc,issuer_declined,2,3,0,0.991,720,0,0
txn_003796,2026-07-17T13:00:00,484.04,upi,idfc,gateway_error,1,12,0,0.908,15,0,1
txn_003797,2026-07-25T18:44:00,511.35,netbanking,other,risk_block,2,18,1,0.251,60,1,0
txn_003798,2026-07-22T13:35:00,370.57,netbanking,axis,bank_server_down,1,18,1,0.777,720,0,1
txn_003799,2026-06-18T01:08:00,795.81,wallet,hdfc,issuer_declined,2,14,0,0.282,720,0,0
txn_003800,2026-07-21T06:19:00,864.94,card,sbi,bank_server_down,2,13,0,0.874,5,0,0
txn_003801,2026-06-29T02:20:00,719.02,card,axis,insufficient_funds,1,8,0,0.27,720,0,1
txn_003802,2026-07-19T09:01:00,691.18,card,sbi,network_timeout,1,4,0,0.368,60,0,1
txn_003803,2026-06-05T20:04:00,4073.65,netbanking,hdfc,insufficient_funds,2,11,0,0.742,30,0,0
txn_003804,2026-07-14T18:30:00,209.8,netbanking,kotak,gateway_error,3,22,0,0.629,180,0,1
txn_003805,2026-07-25T07:20:00,73.5,netbanking,icici,network_timeout,2,20,0,0.873,30,0,1
txn_003806,2026-07-01T06:25:00,2567.61,netbanking,kotak,invalid_otp,1,4,0,0.535,720,0,0
txn_003807,2026-06-21T19:27:00,650.21,wallet,axis,bank_server_down,2,13,0,0.933,1,0,1
txn_003808,2026-06-10T19:18:00,3619.53,card,axis,bank_server_down,1,13,1,0.955,15,0,1
txn_003809,2026-06-19T19:24:00,29.23,wallet,icici,card_expired,1,17,0,0.662,1,0,0
txn_003810,2026-07-17T03:01:00,867.61,netbanking,icici,insufficient_funds,1,6,0,0.888,1,0,1
txn_003811,2026-07-05T14:41:00,797.27,card,kotak,bank_server_down,1,5,0,0.457,1,0,1
txn_003812,2026-06-11T22:24:00,1998.46,wallet,sbi,insufficient_funds,3,17,0,1.0,15,0,0
txn_003813,2026-07-09T05:13:00,304.44,netbanking,other,insufficient_funds,1,9,0,0.458,5,0,0
txn_003814,2026-06-24T21:31:00,486.92,wallet,yesbank,insufficient_funds,2,18,0,0.542,5,0,0
txn_003815,2026-06-12T18:35:00,684.23,upi,icici,insufficient_funds,1,8,0,0.956,15,0,1
txn_003816,2026-07-05T15:30:00,413.42,wallet,axis,card_expired,2,2,0,0.907,720,0,0
txn_003817,2026-07-26T19:10:00,417.82,upi,kotak,bank_server_down,3,7,0,0.742,720,0,1
txn_003818,2026-06-09T01:36:00,2793.23,wallet,icici,insufficient_funds,1,15,1,0.911,1,0,0
txn_003819,2026-06-10T06:05:00,673.91,upi,other,insufficient_funds,1,0,0,0.628,15,0,0
txn_003820,2026-06-04T07:15:00,36.26,netbanking,icici,bank_server_down,1,20,0,0.806,5,0,1
txn_003821,2026-06-07T05:49:00,908.45,wallet,sbi,gateway_error,1,2,0,0.575,60,0,1
txn_003822,2026-07-06T01:24:00,7012.96,netbanking,sbi,network_timeout,1,6,0,0.678,1,0,0
txn_003823,2026-07-17T13:39:00,151.76,netbanking,hdfc,bank_server_down,1,12,0,0.696,60,0,1
txn_003824,2026-06-21T04:55:00,616.88,wallet,axis,insufficient_funds,1,7,0,0.847,5,0,0
txn_003825,2026-06-30T19:09:00,377.13,netbanking,hdfc,issuer_declined,1,20,0,0.586,5,0,0
txn_003826,2026-07-22T06:37:00,2743.37,card,idfc,risk_block,1,11,1,1.0,15,1,0
txn_003827,2026-06-03T07:42:00,1109.23,card,kotak,network_timeout,1,19,0,0.471,720,0,1
txn_003828,2026-06-09T07:04:00,391.86,wallet,sbi,invalid_otp,1,22,0,0.689,720,0,1
txn_003829,2026-06-16T18:39:00,536.99,upi,axis,issuer_declined,2,22,1,0.742,15,0,0
txn_003830,2026-07-29T19:48:00,791.29,upi,idfc,network_timeout,1,6,0,0.882,60,0,1
txn_003831,2026-06-25T15:32:00,3364.63,netbanking,yesbank,invalid_otp,1,5,1,0.321,15,0,1
txn_003832,2026-07-10T15:40:00,502.47,wallet,yesbank,invalid_otp,2,5,0,0.303,180,0,1
txn_003833,2026-06-21T10:25:00,644.68,card,idfc,insufficient_funds,1,14,1,0.841,180,0,1
txn_003834,2026-07-01T13:33:00,2991.46,wallet,yesbank,invalid_otp,1,21,0,0.616,5,0,0
txn_003835,2026-07-03T22:50:00,296.32,netbanking,other,bank_server_down,2,22,0,1.0,60,0,1
